m_iHMissionType,m_iHMissionID,m_iHMissionName,m_iHTaskType,m_iHTaskID,m_iHNPCID,m_iHJournalNPCID,m_iHTerminatorNPCID,m_iHDifficultyType,m_iHBarkerTextID,m_iHCurrentObjective,m_iRequireInstanceID,m_iRepeatflag,m_iKorStReqLvlMin,m_iCTRReqLvMin,m_iCTRReqLvMax,m_iCSTRReqNano,m_iCSTReqGuide,m_iCSTReqMission,m_iCSTEntranceGroupMin,m_iCSTEntranceGroupMax,m_iCSTItemID,m_iCSTItemNumNeeded,m_iCSTTrigger,m_iCSUCheckTimer,m_iCSUEnemyID,m_iCSUNumToKill,m_iCSUItemID,m_iCSUItemNumNeeded,m_iCSUDEFNPCID,m_iCSUDEFNPCAI,m_iCSUDEPNPCFollow,m_iSTGrantTimer,m_iSTItemID,m_iSTItemNumNeeded,m_iSTItemDropRate,m_iSTGrantWayPoint,m_iSTSpawnMonsterID,m_iSTSpwanLocation,m_iSTMessageType,m_iSTMessageTextID,m_iSTMessageSendNPC,m_iSTDialogBubble,m_iSTDialogBubbleNPCID,m_iSTJournalIDAdd,m_pstrSTScript,m_iSTNanoID,m_iKorSuccRewardID,m_iSUReward,m_iSUOutgoingMission,m_iSUOutgoingTask,m_iSUItem,m_iSUInstancename,m_iSUMessageType,m_iSUMessagetextID,m_iSUMessageSendNPC,m_iSUDialogBubble,m_iSUDialogBubbleNPCID,m_iSUJournaliDAdd,m_iFOutgoingMission,m_iFOutgoingTask,m_iFItemID,m_iFItemNumNeeded,m_iFMessageType,m_iFMessageTextID,m_iFMessageSendNPC,m_iFDialogBubble,m_iFDialogBubbleNPCID,m_iFJournalIDAdd,m_iDelItemID,m_iMentorEmailID
3,293,4831,4,944,0,715,708,1,"[0, 0, 0, 0]",4847,0,0,30,10,0,"[0, 0, 0, 0, 0]",0,"[292, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[247, 0, 0]","[3, 0, 0]",0,0,0,0,"[247, 0, 0]","[0, 0, 0]","[0, 0, 0]",708,0,0,2,10940,715,0,0,944,0,0,0,218,0,0,"[247, 0, 0]","[-3, 0, 0]",0,0,0,4844,708,944,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[247, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,294,4848,2,945,708,708,891,0,"[0, 0, 0, 0]",4854,0,0,30,10,0,"[0, 0, 0, 0, 0]",0,"[293, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",891,0,0,0,0,0,0,0,945,0,0,0,0,0,946,"[0, 0, 0]","[0, 0, 0]",2,4855,708,0,0,945,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,294,4848,2,946,0,708,1366,0,"[0, 0, 0, 0]",4857,0,0,30,10,0,"[0, 0, 0, 0, 0]",0,"[293, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1366,0,0,2,4858,707,0,0,946,0,0,0,0,0,947,"[0, 0, 0]","[0, 0, 0]",2,4859,708,0,0,946,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,294,4848,1,947,0,708,707,0,"[0, 0, 0, 0]",4861,0,0,30,10,0,"[0, 0, 0, 0, 0]",0,"[293, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",707,0,0,2,4862,707,0,0,948,0,0,0,0,0,948,"[248, 0, 0]","[2, 0, 0]",0,0,0,4863,707,948,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,294,4848,3,948,0,708,3022,0,"[0, 0, 0, 0]",4865,0,0,30,10,0,"[0, 0, 0, 0, 0]",0,"[293, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",3022,0,0,2,4866,717,0,0,947,0,0,0,0,0,949,"[248, 0, 0]","[-1, 0, 0]",2,4867,707,0,0,947,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[248, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,294,4848,3,949,0,708,3023,0,"[0, 0, 0, 0]",4869,0,0,30,10,0,"[0, 0, 0, 0, 0]",0,"[293, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",3023,0,0,2,4870,708,0,0,949,0,0,0,0,0,950,"[248, 0, 0]","[-1, 0, 0]",2,4871,708,0,0,949,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[248, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,294,4848,3,950,0,708,708,0,"[0, 0, 0, 0]",4873,0,0,30,10,0,"[0, 0, 0, 0, 0]",0,"[293, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",708,0,0,2,4874,714,0,0,950,0,0,0,219,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,4875,708,950,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,295,4876,3,951,714,714,1439,2,"[0, 0, 0, 0]",4882,0,0,30,10,0,"[0, 0, 0, 0, 0]",0,"[294, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1439,0,0,0,0,0,0,0,951,0,0,0,0,0,952,"[249, 0, 0]","[1, 0, 0]",2,4883,714,0,0,951,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,295,4876,3,952,0,714,1440,2,"[0, 0, 0, 0]",4885,0,0,30,10,0,"[0, 0, 0, 0, 0]",0,"[294, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1440,0,0,2,4886,714,0,0,952,0,0,0,0,0,953,"[250, 0, 0]","[1, 0, 0]",2,4887,714,0,0,952,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[249, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,295,4876,3,953,0,714,1441,2,"[0, 0, 0, 0]",4889,0,0,30,10,0,"[0, 0, 0, 0, 0]",0,"[294, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1441,0,0,2,4890,714,0,0,953,0,0,0,0,0,954,"[251, 0, 0]","[1, 0, 0]",2,4891,714,0,0,953,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[249, 250, 0, 0]","[0, 0, 0, 0, 0]"
3,295,4876,1,954,0,714,716,2,"[0, 0, 0, 0]",4893,0,0,30,10,0,"[0, 0, 0, 0, 0]",0,"[294, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",716,0,0,2,4894,714,0,0,954,0,0,0,0,0,955,"[0, 0, 0]","[0, 0, 0]",0,0,0,4895,716,954,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[249, 250, 251, 0]","[0, 0, 0, 0, 0]"
3,295,4876,1,955,0,714,714,2,"[0, 0, 0, 0]",4897,0,0,30,10,0,"[0, 0, 0, 0, 0]",0,"[294, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",714,0,0,2,4898,714,0,0,955,0,0,0,0,0,956,"[0, 0, 0]","[0, 0, 0]",0,0,0,4899,714,955,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[249, 250, 251, 0]","[0, 0, 0, 0, 0]"
3,295,4876,2,956,0,714,1368,2,"[0, 0, 0, 0]",4901,0,0,30,10,0,"[0, 0, 0, 0, 0]",0,"[294, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1367,0,0,0,0,0,4902,714,956,0,0,0,0,0,957,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,955,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[249, 250, 251, 0]","[0, 0, 0, 0, 0]"
3,295,4876,5,957,0,714,0,2,"[0, 0, 0, 0]",4904,39,0,30,10,0,"[0, 0, 0, 0, 0]",0,"[294, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[14, 0, 0]","[1, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",14,0,0,0,0,0,0,0,957,0,0,0,0,0,958,"[0, 0, 0]","[0, 0, 0]",2,4905,714,0,0,957,0,956,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[249, 250, 251, 0]","[0, 0, 0, 0, 0]"
3,295,4876,1,958,0,714,714,2,"[4909, 4910, 4911, 4912]",4907,0,0,30,10,0,"[0, 0, 0, 0, 0]",0,"[294, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",714,0,0,0,0,0,0,0,958,0,0,0,220,0,0,"[249, 250, 251]","[-1, -1, -1]",0,0,0,4908,714,958,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[249, 250, 251, 0]","[0, 0, 0, 0, 0]"
3,296,4913,5,959,705,705,0,1,"[0, 0, 0, 0]",4919,0,0,33,11,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[127, 0, 0]","[5, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",934,0,0,0,0,0,0,0,959,0,0,0,0,0,960,"[252, 0, 0]","[1, 0, 0]",2,4921,705,0,0,959,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,296,4913,4,960,0,705,705,1,"[0, 0, 0, 0]",4923,0,0,33,11,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[252, 0, 0]","[1, 0, 0]",0,0,0,0,"[252, 0, 0]","[0, 0, 0]","[0, 0, 0]",705,0,0,0,0,0,0,0,960,0,0,0,221,0,0,"[252, 0, 0]","[-1, 0, 0]",0,0,0,4924,705,960,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[252, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,297,4925,5,357,702,702,0,2,"[0, 0, 0, 0]",10942,0,0,33,11,0,"[0, 0, 0, 0, 0]",0,"[296, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[322, 0, 0]","[0, 0, 0]","[529, 0, 0]","[1, 0, 0]",0,0,0,0,"[529, 0, 0]","[0, 0, 0]","[35, 0, 0]",935,0,0,2,10943,702,0,0,357,0,0,0,0,0,961,"[0, 0, 0]","[0, 0, 0]",2,10944,702,0,0,357,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,297,4925,2,961,0,702,1369,2,"[0, 0, 0, 0]",4931,0,0,33,11,0,"[0, 0, 0, 0, 0]",0,"[296, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1369,0,0,2,4932,702,0,0,961,0,0,0,0,0,962,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,961,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[253, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,297,4925,2,962,0,702,1370,2,"[0, 0, 0, 0]",4935,0,0,33,11,0,"[0, 0, 0, 0, 0]",0,"[296, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1369,0,0,0,0,0,0,0,962,0,0,0,0,0,963,"[0, 0, 0]","[0, 0, 0]",2,4933,702,0,0,961,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,297,4925,5,963,0,702,0,2,"[0, 0, 0, 0]",4937,40,0,33,11,0,"[0, 0, 0, 0, 0]",0,"[296, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[15, 0, 0]","[1, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",15,0,0,0,0,0,0,0,963,0,0,0,0,0,964,"[0, 0, 0]","[0, 0, 0]",2,4938,702,0,0,963,0,962,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,297,4925,2,964,0,702,1369,2,"[0, 0, 0, 0]",4940,0,0,33,11,0,"[0, 0, 0, 0, 0]",0,"[296, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1370,0,0,2,4941,702,0,0,964,0,0,0,222,0,0,"[529, 0, 0]","[-1, 0, 0]",0,0,0,0,0,964,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,298,4943,5,965,710,710,0,0,"[0, 0, 0, 0]",4949,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[134, 0, 0]","[6, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1325,0,0,0,0,0,0,0,965,0,0,0,0,0,966,"[0, 0, 0]","[0, 0, 0]",2,4950,710,0,0,965,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,298,4943,3,966,0,710,1442,0,"[0, 0, 0, 0]",4952,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1442,0,0,0,0,0,0,0,966,0,0,0,0,0,2103,"[0, 0, 0]","[0, 0, 0]",2,4953,710,0,0,966,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,298,4943,1,2103,0,710,710,0,"[0, 0, 0, 0]",10946,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",710,0,0,2,10947,710,0,0,2103,0,0,0,223,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,10948,710,2103,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,299,4954,3,967,710,710,1442,1,"[0, 0, 0, 0]",4960,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[298, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1442,0,0,0,0,0,0,0,967,0,0,0,0,0,968,"[0, 0, 0]","[0, 0, 0]",2,4961,710,0,0,967,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,299,4954,3,968,0,710,1443,1,"[0, 0, 0, 0]",4963,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[298, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1443,0,0,0,0,0,0,0,968,0,0,0,0,0,969,"[0, 0, 0]","[0, 0, 0]",2,4964,710,0,0,968,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,299,4954,3,969,0,710,1444,1,"[0, 0, 0, 0]",4966,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[298, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1444,0,0,0,0,0,0,0,969,0,0,0,0,0,970,"[0, 0, 0]","[0, 0, 0]",2,4967,710,0,0,969,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,299,4954,3,970,0,710,1445,1,"[0, 0, 0, 0]",4969,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[298, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1445,0,0,2,4970,702,0,0,970,0,0,0,224,0,0,"[0, 0, 0]","[0, 0, 0]",2,4971,710,0,0,970,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,300,4972,2,971,702,702,1371,1,"[0, 0, 0, 0]",4978,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[299, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1371,0,0,0,0,0,0,0,971,0,0,0,0,0,972,"[0, 0, 0]","[0, 0, 0]",2,4979,702,0,0,971,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,300,4972,5,972,0,702,0,1,"[0, 0, 0, 0]",4981,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[299, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[329, 0, 0]","[8, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1371,0,0,2,4982,702,0,0,972,0,0,0,0,0,2104,"[0, 0, 0]","[0, 0, 0]",2,4983,702,0,0,972,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,300,4972,1,2104,0,702,702,1,"[0, 0, 0, 0]",10950,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[299, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",702,0,0,0,0,0,0,0,2104,0,0,0,225,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,10951,702,2104,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,301,4984,2,973,702,702,1372,1,"[0, 0, 0, 0]",4990,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[300, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1372,0,0,0,0,0,0,0,973,0,0,0,0,0,977,"[0, 0, 0]","[0, 0, 0]",2,4991,702,0,0,973,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,301,4984,2,974,0,702,1372,1,"[0, 0, 0, 0]",4993,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[300, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1372,0,0,2,4994,702,0,0,974,0,0,0,0,0,977,"[0, 0, 0]","[0, 0, 0]",2,4995,702,0,0,974,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,301,4984,2,975,0,702,1373,1,"[0, 0, 0, 0]",4997,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[300, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1373,0,0,2,4998,702,0,0,975,0,0,0,0,0,978,"[0, 0, 0]","[0, 0, 0]",2,4999,702,0,0,975,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,301,4984,2,976,0,702,1374,1,"[0, 0, 0, 0]",5001,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[300, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1374,0,0,2,5002,702,0,0,976,0,0,0,0,0,979,"[0, 0, 0]","[0, 0, 0]",2,5003,702,0,0,976,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,301,4984,3,977,0,702,1446,1,"[0, 0, 0, 0]",5005,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[300, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,120,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,120,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1446,0,0,2,5006,702,0,0,977,0,0,0,0,0,978,"[0, 0, 0]","[0, 0, 0]",2,5007,702,0,0,977,0,974,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,301,4984,3,978,0,702,1447,1,"[0, 0, 0, 0]",5009,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[300, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,120,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,120,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1447,0,0,2,5010,702,0,0,978,0,0,0,0,0,979,"[0, 0, 0]","[0, 0, 0]",2,5011,702,0,0,978,0,975,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,301,4984,3,979,0,702,1448,1,"[0, 0, 0, 0]",5013,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[300, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,120,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,120,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1448,0,0,2,5014,702,0,0,979,0,0,0,226,0,0,"[0, 0, 0]","[0, 0, 0]",2,5015,702,0,0,979,0,976,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,302,5016,3,980,717,717,1442,1,"[0, 0, 0, 0]",5022,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[301, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1442,0,0,0,0,0,0,0,980,0,0,0,0,0,981,"[0, 0, 0]","[0, 0, 0]",2,5023,717,0,0,980,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,302,5016,3,981,0,717,1443,1,"[0, 0, 0, 0]",5025,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[301, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1443,0,0,2,5026,702,0,0,981,0,0,0,0,0,982,"[0, 0, 0]","[0, 0, 0]",2,5027,717,0,0,981,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
